"JOR",4,"KWT",15,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"PRE",16,5.90,3.20,6.00,3.20,3.50,3.50
"JOR",4,"SSP",17,5.90,3.20,6.00,3.20,3.50,3.50
"JOR",4,"CSW",18,7.40,3.70,7.50,3.70,4.00,4.00
"JOR",4,"LCK",19,7.40,3.70,7.50,3.70,4.00,4.00
"JOR",4,"MEF",20,9.00,3.90,10.50,3.90,4.00,4.00
"JOR",4,"LAK",21,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"KWF",22,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"KWH",23,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"TWH",24,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"TSW",25,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"SHW",26,10.60,5.40,12.50,5.40,5.50,5.50
"JOR",4,"WAC",27,10.60,5.40,12.50,5.40,5.50,5.50
"JOR",4,"CAB",28,13.20,6.50,15.50,6.50,6.50,6.50
"JOR",4,"TIH",29,13.20,6.50,15.50,6.50,6.50,6.50
"JOR",4,"FOH",30,13.20,6.50,15.50,6.50,6.50,6.50
"JOR",4,"NOP",31,13.20,6.50,15.50,6.50,6.50,6.50
"JOR",4,"QUB",32,13.20,6.50,15.50,6.50,6.50,6.50
"JOR",4,"TAK",33,15.80,7.40,16.00,7.40,7.50,7.50
"JOR",4,"SWH",34,15.80,7.40,16.00,7.40,7.50,7.50
"JOR",4,"SKW",35,15.80,7.40,16.00,7.40,7.50,7.50
"JOR",4,"HFC",36,15.80,7.40,16.00,7.40,7.50,7.50
"JOR",4,"CHW",37,15.80,7.40,16.00,7.40,7.50,7.50
"JOR",4,"LAT",38,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"HOK",39,10.60,5.40,12.50,5.40,5.50,5.50
"JOR",4,"KOW",40,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"OLY",41,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"TSY",42,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"TUC",43,18.70,9.40,21.00,9.40,10.50,10.50
"JOR",4,"YAT",48,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"TIK",49,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"TKO",50,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"HAH",51,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"POA",52,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"NAC",53,5.90,3.20,6.00,3.20,3.50,3.50
"JOR",4,"SUN",54,15.90,7.70,17.00,7.70,8.00,8.00
"JOR",4,"Disneyland Resort",55,22.20,11.10,25.50,11.10,13.50,13.50
"JOR",4,"LHP",57,11.00,4.90,13.00,4.90,5.00,5.00
"JOR",4,"HUH",64,4.90,2.80,5.00,2.80,3.00,3.00
"JOR",4,"MKK",65,5.90,3.20,6.00,3.20,3.50,3.50
"JOR",4,"TAW",67,10.10,5.10,15.10,5.50,5.50
"JOR",4,"SHT",68,10.10,5.10,15.10,5.50,5.50
"JOR",4,"FOT",69,11.00,5.60,13.00,5.60,6.00,6.00
"JOR",4,"Racecourse",70,17.50,9.10,17.50,21.50,9.10,10.50,10.50
"JOR",4,"UNI",71,11.00,5.60,13.50,5.60,6.00,6.00
"JOR",4,"TAP",72,13.40,6.90,15.50,6.90,7.00,7.00
"JOR",4,"TWO",73,13.40,6.90,15.50,6.90,7.00,7.00
"JOR",4,"FAN",74,14.90,7.30,16.00,7.30,7.50,7.50
"JOR",4,"SHS",75,14.90,7.30,16.00,7.30,7.50,7.50
"JOR",4,"LOW",76,46.60,43.70,46.60,49.50,23.70,23.70,23.70,24.50,24.50
"JOR",4,"LMC",78,46.60,43.70,46.60,49.50,23.70,23.70,23.70,24.50,24.50
"JOR",4,"ETS",80,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"CKT",96,11.10,5.50,13.00,5.50,5.50,5.50
"JOR",4,"STW",97,11.10,5.50,13.00,5.50,5.50,5.50
"JOR",4,"CIO",98,11.10,5.50,13.00,5.50,5.50,5.50
"JOR",4,"SHM",99,11.10,5.50,13.00,5.50,5.50,5.50
"JOR",4,"TSH",100,13.30,6.50,15.50,6.50,6.50,6.50
"JOR",4,"HEO",101,13.30,6.50,15.50,6.50,6.50,6.50
"JOR",4,"MOS",102,13.30,6.50,15.50,6.50,6.50,6.50
"JOR",4,"WKS",103,13.30,6.50,15.50,6.50,6.50,6.50
"JOR",4,"AUS",111,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"TWW",114,10.90,5.70,13.00,5.70,6.00,6.00
"JOR",4,"KSR",115,21.00,11.00,21.50,11.00,12.50,12.50
"JOR",4,"YUL",116,22.10,11.50,24.00,11.50,13.50,13.50
"JOR",4,"LOP",117,22.10,11.50,24.00,11.50,13.50,13.50
"JOR",4,"TIS",118,22.10,11.50,24.00,11.50,13.50,13.50
"JOR",4,"SIH",119,22.10,11.50,24.00,11.50,13.50,13.50
"JOR",4,"TUM",120,22.10,11.50,24.00,11.50,13.50,13.50
"JOR",4,"SYP",81,13.20,6.50,15.50,6.50,6.50,6.50
